source,title,company,location,salary,description,job_url
Seek,Experienced Australian Bus Drivers Wanted – 482 Visa Sponsorship |,Lorg Talent,Perth WA,"$100,000 per year","We’re currently seekingexperienced and committed Bus Driversforlong-term opportunitiesacrossWestern Australia (WA), with482 Visa Sponsorship pathwaysavailable for eligible candidates.What We’re Looking For:✅ Minimum 1 year of bus driving experience✅ Valid Passenger Driver Authority (PDA)✅ Full working rights in Australia✅ Willingness to relocate within WA✅ Strong English communication skills✅ Commitment to long-term employment and potential visa sponsorshipThis is a fantastic opportunity for professional drivers who value safety, punctuality, and exceptional customer service. Join a reliable employer and take the next step in your career journey in Australia!",https://www.seek.com.au/job/86315959?type=standard&ref=search-standalone#sol=4c492de8efc75e95b78223714cf764f44d9e167f
Seek,Café Manager – Full Time - NO SUNDAYS,RUSH roasting co,"Bowral, Southern Highlands & Tablelands NSW","$65,000 – $75,000 per year","Cafe Manager  - NO SUNDAYS or NIGHTSRush Roasting Co is more than just a coffee roastery—we’re a destination for quality, community, and coffee excellence. We’re now seeking a driven and experiencedCafé Managerto lead our flagship café in Bowral, NSW.This is an exciting opportunity to manage a dynamic and growing hospitality venue that showcases our specialty coffee and food offering, while being part of a passionate and supportive team. We are open to494 visa sponsorshipfor the right candidate. Best of all is we DONT OPEN SUNDAYSAbout the RoleAs Café Manager, you’ll take full ownership of daily operations and play a critical leadership role in delivering an exceptional customer experience.Key responsibilities include:Leading and motivating both front and back of house teamsEnsuring outstandingcustomer service and hospitalityOverseeingcoffee and food presentationstandardsBarista dutiesand coffee quality controlRostering and schedulingto meet business needsOrdering and receivinggoods, managing stock levelsMonitoringcosts, wastage, and supplier relationshipsRecruiting, onboarding, and training new staffMaintainingcompliancewith food safety and WHS standardsCoordinating with ownership on business improvements and promotionsWho You AreWe’re looking for a hospitality professional with a passion for coffee and leadership.The ideal candidate will have:Previouscafé management experience(1–2 years minimum)Strongbarista skillsand understanding of specialty coffeeExcellentcustomer serviceand communication abilitiesProven ability to lead a team and foster a positive workplace cultureStrong organisational skills with a focus on efficiency and attention to detailExperience with ordering, inventory, cost control, and shift schedulingKnowledge of food safety, hygiene, and WHS practicesFlexibility to work across weekends and peak trade periodsFull working rights in Australia –494 visa sponsorship as Cafe Manageravailable for the right candidateWhy Join Us?Be part of a well-respected, community-focused coffee brandWork in a scenic and growing regional area (Southern Highlands)Lead a passionate, skilled, and friendly teamOngoing support and training from experienced hospitality operatorsCompetitive salary + opportunities for career developmentLong-term employment pathway, includingvisa sponsorshipApply NowIf you’re ready to lead a café that values quality, integrity, and great coffee, we want to hear from you.ClickApply Nowto submit your resume and a short cover letter telling us why you're the perfect fit.",https://www.seek.com.au/job/85860901?type=standard&ref=search-standalone#sol=89a5a7c14fdce46eadfa649d0ac8a0d54394c194
Seek,Registered Nurse - Sponsorship Available,Carinity,"Bundaberg, Bundaberg & Wide Bay Burnett QLD",$41.58 - $48.63,"$41.58 - $48.63 hourly rate + allowances and penaltiesSponsorship opportunities for the right candidateFull time role availableCarinity – Kepnock Grove have exciting opportunities for enthusiastic Registered Nurses to join the team. Reporting to the Residential Manager, a Registered Nurse works independently and within a team providing support and training to the nursing staff/Personal Carers. In this role, you will be a key leader within the Residential Aged Care team, who meets the clinical and personal needs of residents, through the provision of preventative, palliative and rehabilitative clinical care in a holistic manner.There are a variety of shifts available across all days and times, including nights and weekends, so full availability is desirable.Shifts available: 06:15 – 14:30; 14:15 – 22:15; 22:00 – 06:30What do I need for the role?Current registration as a Registered Nurse with AHPRAThe ability to contribute to and inspire a team in the delivery of person-centred care.Compassion and a genuine interest in caring for the elderly, supporting their dignity, choices, and independence.Highly developed verbal and written communication and leadership skillsThe benefits of joining the Carinity team!Access to extensive not-for-profit salary packaging options.Be part of a value driven organisation, with a culture of caring for others.Ongoing training and development to reach your full potential.Location: Carinity – Kepnock GroveCarinity – Kepnock Grove is situated close to the Bundaberg CBD and offers integrated care in a relaxed and homely atmosphere.See more here - https://carinity.org.au/residential/kepnock-grove/How do I apply?Carinity is after motivated and enthusiastic candidates who are committed to working with Carinity to make a real difference! If this sounds like you, we want to hear from you!To submit your application, click“Apply”, applications should include a brief cover letter and resume that addresses the Essential Competencies and Experiences. When clicking apply, you will be redirected to Carinity’s website, which will contain more information on Carinity and this position, including the Position Description.For further information please contact Carinity – Kepnock Grove on(07) 4131 2222only during business hours.Carinity actively encourages and invites applications from people with disabilities and Aboriginal and Torres Strait Islander people for all our positions.",https://www.seek.com.au/job/86022151?type=standard&ref=search-standalone#sol=966e4cdb65b85193330d866ade1a36dfbbc46ba3
Seek,Full Time Chef,Optura,"Hawthorn East, Melbourne VIC","$70,000 – $80,000 per year","Elevate Your Culinary Journey with Third Wave BBQ! 🍴✨Brought to you by the culinary masterminds behind Third Wave, we are thrilled to announce exciting opportunities at our innovative dining destinations.What's Cooking?From slow-smoked meats and classic burgers to our crazy specials, our diverse menu guarantees an irresistible treat for every palate. With an Automated FOH, dining just became even more delightful!Join the Culinary Brigade!We're scouting for culinary wizards to join our dynamic team.Chefs $70 - $85k salaryWhy Third Wave BBQ?Professional Growth:Receive comprehensive training at our renowned Third Wave restaurants.Flexibility:Enjoy day, evening, or weekend shifts; we understand the importance of work-life balance.Opportunities:Whether full-time or part-time, your culinary prowess is welcome here.Sponsorship:If you've got the flair we're after, sponsorship could be on the cards (candidates must reside in Australia for sponsorship consideration and have at least 5 years of experience).What We Seek:Minimum of 2 years culinary experience in bustling settings.Roles available inHawthorn, Carnegie and Moorabbin.Curious to know more about our culinary voyage? Dive in:@thirdwavebbq on Facebook / Instagramwww.thirdwavebbq.com.auReady to stir up a storm? Let your culinary journey with Third Wave Cafe begin today!Sponsorship available for only those living in Melbourne",https://www.seek.com.au/job/86335367?type=standard&ref=search-standalone#sol=ab104ab1e61885c1b09f3879ad1cfb1228eb7444
Seek,Chef,FOX & HOUNDS,"Wongawallan, Gold Coast QLD","$65,000 – $70,000 per year","An exciting opportunity exists for a Full time Chefs PositionatFox & HoundsinWongawallan, QLD.About UsThe Fox and Hounds Country Innis a unique English-licensed restaurant nestled at the base of Tamborine Mountain. With English and Irish memorabilia adorning our walls, we pride ourselves on providing a unique experience to our guests.Why Join Us?Immediate start availableWork in an iconic restaurant in the Upper Coomera/ Mt Tamborine areaJoin a professional, dedicated teamEnjoy a busy kitchen – you’ll never be bored!Experience the beautiful green mountains and sceneryAppreciate the English and Irish memorabilia that decorates our restaurantAbout the Rolepreparing orders for food and beverages from the guestsorganizing the day to day tasksmaintaining required stock levelsPreparing menu itemsPlanning and preparing for events and functions, taking calls and reservationsworking either alone or with other staffAbout YouLiving locally or having access to very reliable transportation is absolutely essentialEnjoy working with food and guests to exceed expectationsFlexible working hours with weekend and public holiday availabilityExcellent verbal and written communication skillsExceptional customer service skillsExcellent work ethic and appropriate experienceAbility to work both independently and as part of a teamHow to ApplyIf you feel that this is the role for you.Apply now via SEEKwith your CV and cover letter outlining your suitability for the role.We regret that we cannot accept applications from candidates requiring sponsorship.We look forward to hearing from you!",https://www.seek.com.au/job/86370256?type=standard&ref=search-standalone#sol=1f42f7cf335915908029194bada3bef0354356b6
Seek,Senior Broadacre Crop Farm Worker,MJ & AM Urquhart Pty Ltd,"Finley, Wagga Wagga & Riverina NSW","$75,000 – $85,000 per year","Senior Farm Worker – Broadacre Cropping | Regional NSW | Visa Sponsorship Available📍Location:Finley, NSW (Southern Riverina – Regional Australia)💼Job Type:Full-Time, Permanent💲Salary:$76,515 – $85,000 + Super✈️Visa Sponsorship:Available (Skilled Employer Sponsored Regional – Subclass 482)Join a Leading Family-Owned Cropping Enterprise in the Heart of Regional NSWAre you a skilled farm hand looking to take the next step in your agricultural career? We’re seeking aSenior Farm Workerto join our progressive cropping business inFinley, NSW.With 3,000 acres of high-performing wheat, canola, maize, and rice crops, we’re looking for someone experienced, motivated, and ready to take on a leadership role in a hands-on, broadacre environment.What We OfferCompetitive salary package:$76,515 – $85,000 + superVisa sponsorship (Subclass 482)available for qualified overseas applicantsOpportunity to work in a professional, well-equipped operationOn-farm accommodationandvehicle for work purposes(conditions apply)Long-term, stable employment in a family-run businessExposure to both summer and winter cropping programsKey ResponsibilitiesPlanting, spraying, irrigating, and harvesting broadacre cropsOperating and maintaining modern farm machinery (tractors, seeders, harvesters, sprayers)Monitoring crop health and addressing pest, disease, or nutrient issuesSupervising and mentoring junior staffSupporting irrigation planning and crop rotation strategiesRecord-keeping and assisting in crop reporting and yield trackingUpholding WHS and environmental compliance on-farmWhat You’ll Bring3–5 yearsof broadacre cropping experience (essential)Strong machinery operation and maintenance skillsLeadership and team supervision capabilitiesGood understanding of irrigation systems and crop protectionAbility to identify and manage soil, crop, and weather variablesHigh level of physical fitness and willingness to work in the fieldStrong communication and problem-solving skillsA proactive and professional approach to farm workLicences & QualificationsAustralian Driver’s Licence (required)MC Licence (desirable)Chemical certification (desirable)Trade qualification in agriculture or similar (preferred)About UsWe are a family-owned enterprise based inFinley, NSW, with a strong reputation for producing high-yield, high-quality crops. With a focus on innovation, sustainability, and efficiency, we provide a supportive workplace for skilled professionals who want to grow with us.Ready to Apply?Please submit yourresumeand acover letteroutlining your experience to:📧Murray Urquhart –muzzange@gmail.comNote: This position is located in aregional areaand meets eligibility forSkilled Employer Sponsored Regional visa (Subclass 482). We welcome applications from international candidates who meet visa requirements and are committed to working and living in rural Australia.",https://www.seek.com.au/job/86262663?type=standard&ref=search-standalone#sol=ff6f0ebe23f32fc6556c11228764ab734d612152
Seek,SALES POSITION AVAILABLE FOR IMMEDIATE START! NO EXPERIENCE NEEDED!,Authentic Connections Marketing Pty Ltd,Sydney NSW,$35 – $40 per hour,"Join Our Vibrant Team Today! Fun and outgoing staff wanted for immediate start.Bonus on top of hourly wage.Who Are We?Authentic Connections Marketing is Australia's fastest growingface to facemarketing company. We are aleading companyin producing brand awareness on behalf of our clients and are known for investing in our people by ensuring career development through full training, support and encouragement.What We Offer•Fun-Filled Work Environment:Enjoy sociable hours with family work culture, includingteam activitiesweekly• Generous hourly rate +UNCAPPED BONUS•Extensivetrainingand support•Career Growth:Unlock your potential with comprehensive training and a clear path to leadership roles•Travelopportunities that broaden your horizons both personally and professionally.• Full TimeMonday - Friday 9am to 5:30pm• Sponsorshipavailable for the right candidate!What do we look for?We are currently looking formotivatedpeople interested in customer service to join our young energetic face to face marketing team here in Sydney!Being adaptable and have adesire to learnand grow is a must and if you are a person that is goal-orientated and driven to succeed, you have a place in our team.Please apply if you are aconfident, individual with apositive ""can-do"" attitude!No Experience Necessary! APPLY NOW!! - ONLY A FEW POSITIONS LEFT!!!To apply you must be 18+ and have full working rights. Backpackers are welcome!",https://www.seek.com.au/job/86283378?type=standard&ref=search-standalone#sol=f4cbccc588faac7bcf8e5d6174e22bea8eb43348
Seek,Sous Chef,Hurley Hotel Group,"Mannum, Riverland & Murray Mallee SA","$80,000-$85,000 per year plus 12% superannuation","Pretoria Hotelwww.pretoriahotel.com.auHurley Hotel Groupwww.hurleyhotelgroup.com.auSous Chef, Full Time, salaried position$80,000-$85,000 per annum starting salary, negotiable based on experienceTemporary Skill Shortage 482 VISA Sponsorship available for suitable candidatesAnnual wage reviewVaried cooking styles, high quality food productWell established businessExcellent reputation for service and employmentWork with an experienced teamAbout the position:As Sous Chef at the Pretoria you will assist the Head chef with a range of responsibilities including leading and developing our experienced team, proposing menu ideas and daily specials for the Hotel, provide functions and events catering, order stock from a flexible range of nominated suppliers, provide meal service to our customers and contribute to the overall for the success of the food service operation.You will work with a dedicated team of Hospitality professionals to bring your food to our loyal customers not only by working with our excellent management and front of house service team but also through photography, digital marketing and advertising.Who are we looking for?The things that are most important to us are delicious food, great cooking skill and an understanding of the various food interests of our current and potential customers. Equally important is the right personality characteristics and communication style to assist us by leading our team well.The successful candidate will:have completed an apprenticeship and hold a Trade Qualification as a Chefhave previous experience in a busy a la carte hotel bistro, café or restaurant environmentbe a good leader, communicator and a patient trainerbe well organised and prepared in their approach to food servicehave some experience at ordering for varying customer volumeshave a strong knowledge of food safety requirementshave the ability to work calmly under pressureAbout the Company:The Pretoria Hotel enjoys an enviable location on the banks of the River Murray in Mannum with uninterrupted views of the river from the main Bar & Bistro and the lawns between.  Including a 250 seat Bistro and balcony, private function room, licensed lawn area on the riverbanks, Sip n Save bottleshop with underground wine cellar, TAB and Gaming facilities plus regular entertainment.In addition we have an outstanding reputation for meal quality and consistency, enjoying the support of locals and catering to the greater Adelaide area as a tourist destination for dining, celebrating and social occasions. We put together a strong calendar of events and dinners so there's always another occasion to enjoy, just around the corner.If this sounds like something you would like to be part of then get in touch and if we think you're a good fit we'll do the same.",https://www.seek.com.au/job/86347070?type=standard&ref=search-standalone#sol=963bc93bd93205cead73439fc3da27005b03751f
Seek,Experienced Chef,Wynter Tavern Taree,"Taree, Port Macquarie & Mid North Coast NSW","$75,000 – $80,000 per year","The Wynter Tavern is a large modern hotel situated in the growing Northern Suburbs of Taree on the NSW Mid North Coast – not far from beautiful river systems, beaches and National Parks (and only a short 50 minute drive from Port Macquarie). We are a thriving family owned pub looking for someone talented to join our team and work alongside our awesome Chef de Cuisine.We are serious about punching out top quality pub food, so to suit our team you must have:Self-motivation, positivity and a team oriented attitudeExcellent communication, delegation and time managementPlenty of all round experience in fast paced kitchensThe ability to work well under pressure without sacrificing food qualityProduce consistently high standards of food presentationA Love of flavour in food (beer & wine wouldn't hurt either!)A happy demeanorAbility to start soon!A Cert III in commercial cookery482 VISA sponsorships will be consideredThis opportunity will suit someone looking to learn and progress their career working with  to help drive our successful kitchen Team.BENEFITS INCLUDE:Salaried full time position – Competitive package honouring the Industry AwardFour weeks of paid annual leaveCareer progressionSupportive working environmentIf you are a talented and performance driven individual wanting to enjoy your career then we'd love to talk to you. Contact our Head Chef, Mr Rai, on0433 514 640and/or email your resume tofunctions@wyntertavern.com",https://www.seek.com.au/job/85759342?type=standard&ref=search-standalone#sol=aabc987597503145f3959d592b9eeeee53ed30a5
Seek,Experienced Restaurant Manager + Super + Benefits,Ramona Trattoria,"Coorparoo, Brisbane QLD","$78,000 – $84,000 per year","About the role*Must have Restaurant Manager or Assistant Manager experience*Sponsorship is only available after 6 month probationary has been completed*CAN NOT OFFER SPONSORSHIP IF NOT  ALREADY IN THE COUNTRY*If you need to be sponsored to come into the country we do not offer thisRamona Trattoria' is seeking an experienced and passionate Restaurant Manager to join our award winning team in Coorparoo, Queensland. As our Restaurant Manager, you will be responsible for overseeing all aspects of our bustling restaurant operations, ensuring a seamless and exceptional dining experience for our customers. This is a full-time role offering a competitive salary, superannuation, and a range of other fantastic benefits.What you'll be doingManage and lead a team of restaurant staff, including servers, bartenders, and kitchen personnelOversee daily operations, including inventory management, staffing, and customer serviceImplement and enforce policies and procedures to maintain high standards of food quality, service, and cleanlinessLiaise with the kitchen team to ensure menu items are prepared to perfectionManage the restaurant's financial performance, including budgeting, cost control, and sales reportingFoster a positive and collaborative work environment, and provide mentorship and training to team membersIdentify and implement strategies to improve operational efficiency and customer satisfactionWhat we're looking forMinimum 3-5 years of experience as a Restaurant manager , Venue manager or Assistant manager roleStrong leadership and people management skills, with the ability to motivate and develop a teamExcellent customer service orientation and problem-solving abilitiesProficient in financial management, including budgeting, cost control, and sales analysisThorough understanding of food safety regulations and the ability to ensure complianceExceptional communication and interpersonal skillsPassion for the hospitality industry and a commitment to providing an exceptional dining experienceWine and Bar experience is a bonusWhat we offerAt Ramona Trattoria', we pride ourselves on our vibrant company culture and commitment to employee wellbeing. As our Restaurant Manager, you'll enjoy a competitive salary, superannuation, and a range of other fantastic benefits, including:Opportunities for career development and advancementFlexible working arrangements to support work-life balanceAccess to ongoing training and professional development programsComplimentary meals and discounts on our delicious menu itemsA fun, supportive, and inclusive work environmentSponsorship is available for the right candateAbout usRamona Trattoria' is a beloved 65 seater Italian restaurant in the heart of Coorparoo, Queensland, known for our authentic and delicious cuisineof hand shaped pasta and pizza , warm hospitality, and vibrant atmosphere. We are a family-owned business with a passion for sharing our love of Italian culture and cuisine with our local community. As we continue to grow and expand, we are looking for exceptional individuals to join our team and contribute to our success.Apply now to become our next Restaurant Manager and be a part of the Ramona Trattoria' family!",https://www.seek.com.au/job/86053911?type=standard&ref=search-standalone#sol=1aa505b733d38284dce621140a47e4570f9cec3a
Seek,Motor Mechanic,Toylex R Us,"Derrimut, Melbourne VIC","$70,000 – $80,000 per year","About UsToylex R Us is a leading car wrecking yard and automotive service provider specializing in Toyota and Lexus models. We pride ourselves on delivering exceptional parts and repair services, including mechanical repairs, body repairs, and hybrid system servicing.We are seeking a skilled and experiencedMotor Mechanicto join our dynamic team. This full-time role is based in Derrimut, Melbourne, and offers competitive remuneration and opportunities for growth.Toylex R Us is also approved for Visa Sponsorships and we are offering opportunities to suit.Key ResponsibilitiesDiagnose and repair mechanical issues in vehicles.Replace and maintain engines, transmissions, and hybrid components.Perform general servicing, safety checks, and fault diagnostics.Work collaboratively with the workshop team to ensure timely and high-quality repairs.Maintain a safe and clean working environment.Skills and ExperienceCertificate III in Automotive Mechanical Technology or equivalent.Minimum of 2 years of experience in a similar role.Strong diagnostic skills, particularly with Toyota and Lexus vehicles (advantageous).Ability to work efficiently in a fast-paced, team-oriented environment.A valid driver’s license.What We OfferOpportunities for professional growth.Work with a team of experts specializing in Toyota and Lexus models.Be part of a well-established company offering diverse and challenging work.Visa sponsorship opportunities are available.",https://www.seek.com.au/job/85934555?type=standard&ref=search-standalone#sol=7cd9087093261832c91064e4aceb422095ed8bcf
Seek,Registered Nurse | Sponsorship Opportunities Available in Multiple Locations,Roshana Care Group,Sydney NSW,$38 - $48,"Welcome to Roshana Care GroupBurswood Care Pty Ltd is a privately owned provider of Aged Care, Home care, Mental Health Care and Disability Support Services. Our head office is based in WA, and we own and operate facilities in WA, QLD, VIC and NSW. Established in 2001, Burswood Care Pty Ltd has been at the forefront of providing Aged Care and Mental Health Care for over 20 years, with a commitment to high standards.About the RoleWe have Multiple Vacancies in our facilities in WA, VIC, NSW and QLD.Working closely with residents, their families and the multidisciplinary team, the Registered Nurse leads the assessment of the strengths and needs of individual residents and the development of individualized, person-centered support that promotes physical and emotional wellbeing.This position provides direct clinical care in accordance with their scope of practice and oversees the delivery of clinical and allied health services for residents, including guidance to clinical and care staff. The RN coordinates and has leadership responsibilities for all resident care and works closely with the Clinical Manager in the identification of evidence based best practice and quality initiatives across the facility.Salary: Registered Nurse: $38 - $48 per hour + Superannuation.Sponsorship is available for the right candidate!Duties and Responsibilities:Provides leadership to other staff , ensuring care needs of the resident are met in accordance with clinical needs and the residents’ care plans.In conjunction with the Facility Manager and Clinical Manager, ensures all assessments are completed for each resident during the admission process, then as required as residents’ care needs change.Develops care plans for each resident, utilising information from assessments and in liaison with resident, family, GP, allied health professional, and other staff.Informs relevant managers of any exceptional events, including changes in resident status, in a timely manner.Models’ enablement of residents whilst attending to resident needs and providing direction and assistance to other staff members in performing their duties.Actively builds trusting relationships with individual residents that are based on dignity and respect to optimise cooperation, communicating in a manner that is appropriate to each individual’s strengths and limitations.Implements and oversees, safe working practices to comply with Work Health and Safety, Food Safety and other relevant legislation and policy, including reporting and investigation of identified hazards and incidents.Required Skills, Attributes and ExperienceTertiary qualifications in Nursing andcurrent registration with AHPRAas a Registered Nurse/Enrolled Nurse.(Graduates are encouraged to apply)Proven high level of clinical competencies with excellent clinical analysis, interpretation, and planning skills.Able to lead and influence others.Relates to the aged care population with empathy, understanding and respect.Sound understanding of care assessment and provision within the Aged and Health Care sectors.Ability to work flexibly within a multidisciplinary team environment.Culture and Benefits:A competitive industry salary package commensurate with skills and experience.Initially: accommodation available for successful applicant. (Only include when applicable)Long term career development opportunities.On the job training and development opportunities available.Access to Roshana Care Group Employee Assistance Program.Roshana Care Group respects and embraces diverse perspective, experience, and traditions.Roshana care Group values each employee’s contribution towards achieving its business objectives.Our culture of compassion, respect, communication, teamwork and integrity not only supports the development of staff, but also ensures the wellbeing of all employeesPlease note: Only shortlisted applicants for the role will be contacted.How To Apply?You can submit your application by clicking on ‘Apply’ (Please attach an updated resume and a cover letter).Please note, due to the high volume of applications, only successful applicants will be contacted.Want to know more about Roshana Care Group? Head to our website https://www.roshana.com.au",https://www.seek.com.au/job/86210008?type=standard&ref=search-standalone#sol=0558fc51ed23316eb19e622eb3a0df161b10bdf2
Seek,Podiatrist - Bendigo - Sponsorship Available,Rural Workforce Agency Victoria,Melbourne VIC,"Competitive remuneration, negotiable","Grow Your Career as a Podiatrist in Beautiful BendigoAre you a passionate Podiatrist ready to take the next step in your career within a supportive, team-oriented practice? We’re offering an exciting opportunity in the vibrant regional city of Bendigo, where you’ll join a collaborative healthcare team committed to delivering exceptional patient care.Whether you're a seasoned clinician or a recent graduate, if you're driven to make a meaningful difference and looking for a role with clear pathways for professional growth, we’d love to hear from you.What We Offer:Attractive Salary Package: Competitive remuneration, negotiable based on experienceFlexible Work Hours: Full-time or part-time (Monday to Friday)Ongoing Training and Support: Professional development and mentorship providedSupportive Team Environment: Work within a friendly and collaborative clinic cultureAbout the Role:Based in the heart of Bendigo, VictoriaMonday to Friday schedule with both full-time and part-time optionsManage a varied caseload including:Podiatry assessments and general carePerform minor surgical procedures and orthotic fittings.Educate patients on foot care, injury prevention, and rehabilitation.Maintain accurate patient records and documentation.About You:Registered with AHPRA (General Registration)Open to both new graduates and experienced podiatristsStrong clinical skills and a patient-centred approachVISA sponsorship opportunity for the right candidateApply now to submit your resume and take the next step in your career!If you have any questions or would like some more information you can contact the recruitment team atrecruitment@rwav.com.auor call03 9349 7800.Rural Workforce Agency Victoria (RWAV) is a not-for-profit government-funded organisation improving health care for rural, regional, and Aboriginal communities in Victoria.",https://www.seek.com.au/job/86383439?type=standard&ref=search-standalone#sol=7111028b89d703d85b5aaf9e90db111d61794e7f
Seek,.Net and Power Apps Developer,Peoplebank Australia NSW,Sydney NSW(Hybrid),N/A,"Looking to Move to Perth? Sponsorship Available.Ready for sunshine, a world-class lifestyle, and a career that actually excites you?We’re on the hunt for a talented.NET Developer with PowerApps or Dynamics 365 CE experienceto join a fast-growing, purpose-driven tech consultancy delivering solutions that truly make an impact.This isn’t just about writing code. You’ll work on projects that transform how organisations operate — from not-for-profits changing lives, to forward-thinking businesses embracing innovation. You’ll be surrounded by a collaborative, values-led team who push each other to deliver excellence without the corporate politics.What you’ll bringStrong skills in .NET, C#, and SQL ServerExperience in PowerApps and/or Dynamics 365 CE (or the drive to learn fast)A creative approach to solving complex problemsA genuine interest in tech that matters — not just tech for tech’s sakeWhat’s on offerEmployer sponsorship to live and work in PerthA supportive environment with career growth built inWork that balances technical challenge with real-world purposeThe chance to be part of a team where your ideas countIf you’ve been waiting for the perfect mix ofcareer, culture, and coastal lifestyle, this is it. Apply now quoting #267432 and let’s start your Perth chapter.",https://www.seek.com.au/job/86379254?type=standard&ref=search-standalone#sol=c8103cc3fc4502014742464a5bd834e71d3acd84
Seek,Farm Hands x 2,Agribusiness Recruitment Pty Ltd,"Bordertown, Mt Gambier & Limestone Coast SA","$75,000 – $90,000 per year","Job Location:Bordertown, South AustraliaRemuneration:$75,000 – $90,000 + super, dependent on experienceHours:50–60 per week during seasonal peaks (including some weekends)Employment Type:Full-time, permanentTop Field Farming Pty Ltd is seeking two experienced and dedicated Farm Hands to join our progressive farming business located near Bordertown in South Australia's Upper South East.This is a hands-on, full-time role working across broadacre cropping, potato production, and pivot irrigation, with occasional livestock support. You will operate a range of modern farm machinery and assist with general property maintenance. Experience in planting, spraying, harvesting, and irrigation operations is essential. Livestock experience is an advantage.Key Duties Include:Tractor, planter, sprayer, and harvester operationPivot irrigation monitoring and maintenanceEquipment maintenance and mechanical troubleshootingChemical handling and recordkeeping (ChemCert preferred)General farm repairs and seasonal labourBasic animal husbandry (where applicable)To Be Considered, You Will Have:Minimum 3 years’ experience in cropping or similar farm workSkills in irrigation, machinery operation, and farm maintenanceCurrent driver's licence (HR or HC an advantage)Ability to work 6 days/week during peak seasonsA practical, safety-focused, and reliable work ethicVisa Sponsorship:Available for suitable overseas candidates under Subclass 482, 494, or DAMA arrangementsANZSCO Code:121111 – Mixed Crop and Livestock Farm WorkerHow to Apply:To express your interest, please email your CV and a brief cover letter to:apply@agrecruit.com.auquoting J3604",https://www.seek.com.au/job/85848281?type=standard&ref=search-standalone#sol=faa1877975f9ebf867ae0b8e43063acff3d1e795
Seek,Marketing Assistant/Marketing Manager (2 persons - each Part time),MyVisa® Immigration Lawyers,Sydney NSW,"$70,000 – $100,000 per year","Marketing Assistant / Marketing Manager – SEO, Social Media & Content(Part-Time | On-Site | Sydney CBD)JoinMyVisa®, a nationally recognised immigration law brand, and lead our marketing, SEO, and social media efforts to grow our online presence and reach new audiences.Important Details (Please Read Before Applying)Part-time role: 15–25 hours per week (flexible within weekdays).Must bebased in Sydneyand work on-site at least4 days per week(CBD office).Salary advertised is based on afull-time equivalent (38-hour)week and will bepro-rata.A clearcareer pathwayis available, with the potential to move from part-time to full-time. Sponsorship is available only for applicants who are already resident in Sydney and do not hold a permanent visa.About the RoleWe are seeking a proactiveMarketing Assistant / Marketing Managerto drive our SEO, content marketing, and social media strategy. You’ll work closely withNilesh Nandan, one of Australia’s best-known immigration lawyers, to build our digital footprint, improve website traffic, and engage potential clients through education and storytelling.This is a hands-on role blendingSEO, social media, content creation, and campaign management, with a focus on delivering measurable growth.Key ResponsibilitiesSEO & Website Optimisation:Conduct audits, fix technical issues, and improve rankings and traffic using WordPress and Semrush.Create and optimise content targeting both English and Spanish-speaking audiences.Social Media Management:Plan and post educational, relatable, and aspirational content across TikTok, Instagram, Facebook, and YouTube.Repost content strategically to drive consultation bookings.Manage engagement (comments, shares, DMs) to build an active community.Content Strategy & Lead Generation:Produce video scripts, blog posts, and email campaigns that nurture leads.Support upcoming product launches, including a Spanish-language book campaign.Collaborate with influencers and community partners to expand reach.Analytics & Reporting:Track SEO, social media, and website KPIs to measure impact and guide strategy.Report performance insights to guide marketing spend and campaigns.What We’re Looking ForExperience indigital marketing: SEO, social media, and content creation.Familiarity withWordPress, Semrush, Google Analytics/Search Console.Confident withshort-form video creation(TikTok/Instagram Reels) and long-form YouTube planning.Strong written and visual communication skills, including Spanish content (preferred but not essential).Ability to work independently and in a small, collaborative team.Must already beresident in Sydney(this is an in-office role, not remote).What We OfferCompetitive salary (pro-rata for part-time hours).A career pathway from part-time to full-time with sponsorship available for eligible applicants already resident in Sydney.Direct access to decision-makers — implement your ideas without corporate red tape.Bright CBD office and a supportive, professional team.Join a respected national brand with strong foundations and clear growth plans.How to Apply (Mandatory Process)Submit your formal application via:🔗myvisa.com.au/workAfter submitting your application, you must also send ashort introduction video (MP4 format)to:Trello [MyVisa®Continuity]nileshnandan+2soohpcnzpjv2zxur9yq@boards.trello.com⚠️Applications without a video will not be considered. Applicants must already be resident in Sydney. Sponsorship will not be available for candidates who are not currently living in Sydney.",https://www.seek.com.au/job/86094349?type=standard&ref=search-standalone#sol=28296248e996b4f5d48ef2a49c33429b7599eae4
